,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2019 15:57:18,$399.00 First Months Rent! COME LEASE!,https://houston.craigslist.org/apa/d/houston-first-months-rent-come-lease/6915839440.html,6915839440,1110,6030 Winsome Ln,6030 Winsome Ln,"https://www.google.com/maps/preview/@29.735404,-95.485056,16z",Complex/multiple units mentioned or advertised,The Bella Capri,Parawest Management,(713) 977-9081,b22bd5bed75f38c7b8ef0841295df4b1@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 16:00:42,Great community for great people! Visit today!,https://houston.craigslist.org/apa/d/humble-great-community-for-great-people/6915838998.html,6915838998,1024,Kingwood,200 Northpines Dr.,"https://www.google.com/maps/preview/@30.056300,-95.210700,16z",Complex/multiple units mentioned or advertised,IMT Kingwood,IMT Residential,(281) 843-8622,3339fb32d5fc36ea811bbb76fb088bb7@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 16:04:54,"New Appliances, Laundry Facilities, Gated Community",https://houston.craigslist.org/apa/d/houston-new-appliances-laundry/6909599701.html,6909599701,700,Galleria Area,6263 Westheimer Road,"https://www.google.com/maps/preview/@29.737342,-95.494649,16z",Complex/multiple units mentioned or advertised,,,(713) 782-5939,sienaonwestheimer@bluestonepremier.com,,,,,,,,,,,,,,,,,,
6/19/2019 16:11:52,This 1BR/1BA Apartment is near Route 90A and Highways 59 & 6,https://houston.craigslist.org/apa/d/sugar-land-this-1br-1ba-apartment-is/6915838371.html,6915838371,893,NA,"15000 W AIRPORT BLVD, Sugarland","https://www.google.com/maps/preview/@29.639600,-95.650000,16z",Single unit listing,,Advenir at Woodbridge Reserve,(281) 324-0290,woodbridgereserve@advenirliving.com,,,,,,,,,,,,,,,,,,
6/19/2019 16:16:14,Upscale Mid-Rise Community near Midtown || #4834A,https://houston.craigslist.org/apa/d/houston-upscale-mid-rise-community-near/6915837790.html,6915837790,1895,Montrose/Museum/Midtown,,"https://www.google.com/maps/preview/@29.759400,-95.359400,16z",Complex/multiple units mentioned or advertised,,Michael Houghton,(281) 736-7476,f337a100f30931bfb385053370744451@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 16:24:34,2 Bedroom 2 full bath! Now leasing!!,https://houston.craigslist.org/apa/d/houston-2-bedroom-2-full-bath-now/6915837614.html,6915837614,935,NA,"16457 El Camino Real Houston, TX 77062","https://www.google.com/maps/preview/@29.572100,-95.130300,16z",Single unit listing,The Riviera at Clear Lake,,(855) 353-5726 x524,a2a84a07e87836428db75f8f12456db9@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 16:32:22,"Laundry Site, BBQ/Picnic areas, Resident Social/Educational Activities",https://houston.craigslist.org/apa/d/baytown-laundry-site-bbq-picnic-areas/6902360365.html,6902360365,1115,NA,6033 Garth Road,"https://www.google.com/maps/preview/@29.789615,-94.979775,16z",Complex/multiple units mentioned or advertised,Rosemont at Baytown,,(281) 421-3400,5c2a9bef3d48329dae7db984316dcd4e@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 17:04:07,Deal! Deal! Deal! Move-In Specials!!,https://houston.craigslist.org/apa/d/houston-deal-deal-deal-move-in-specials/6912080375.html,6912080375,934,NA,11411 Green Plaza Dr,"https://www.google.com/maps/@29.932098,-95.41474,16z",Single unit listing,Walnut Creek Apts,,(832) 290-0052,ecdf03d49ed939c1bb41aca7480446ca@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 17:07:08,Come Check Out Our Awesome Townhouses!!,https://houston.craigslist.org/apa/d/houston-come-check-out-our-awesome/6915816965.html,6915816965,1065,7058 W. Gulf Bank,7058 W. Gulf Bank,"https://www.google.com/maps/@29.878046,-95.495957,16z",Complex/multiple units mentioned or advertised,The Park at Woodland Trails,,(713) 896-6262,0c80c287e16d392d9b241e37a6a19686@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/19/2019 17:10:53,2 BEDROOM APARTMENTS TRAILS OF WINDFERN CALL NOW (:,https://houston.craigslist.org/apa/d/houston-deal-deal-deal-move-in-specials/6912080375.html,6903590814,934,NA,13035 Windfern Rd,"https://www.google.com/maps/preview/@29.933629,-95.577166,16z",Complex/multiple units mentioned or advertised,Trails of Windfern,,(281) 653-7561,14095c6ebc4c32f5a58f1e95bb2cec12@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/20/2019 16:53:45,"Upgraded front cabinets, Air Conditioner, Professionally Managed",https://houston.craigslist.org/apa/d/pasadena-upgraded-front-cabinets-air/6904547690.html,6904547690,999,NA,300 Cyberonics Boulevard,"https://www.google.com/maps/preview/@29.573021,-95.106409,16z",Complex/multiple units mentioned or advertised,Clear Lake Apartment Homes,,(281) 488-8888,2b05e3ce730f3bbd914d56ec068efbc1@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:20:18,"Under New Management, come check us out!",https://houston.craigslist.org/apa/d/houston-under-new-management-come-check/6919367704.html,6919367704,695,NA,17710 Red Oak Dr.,"https://www.google.com/maps/preview/@30.027807,-95.451520,16z",Complex/multiple units mentioned or advertised,Bridges of Crypress Creek,,(281) 440-4342,Bridges@TICommunities.com,,,,,,,,,,,,,,,,,,
6/24/2019 13:24:54,`No Breed Restrictions * Dog Park * Attached Garage * Vintage Park,https://houston.craigslist.org/apa/d/houston-no-breed-restrictions-dog-park/6919339755.html,6919339755,1335,Houston,,"https://www.google.com/maps/preview/@29.978100,-95.580300,16z",Complex/multiple units mentioned or advertised,,Teri,(281) 895-3273,7533e5d882f936c88e198e8012e90528@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:28:21,Call for Details Leasing Now,https://houston.craigslist.org/apa/d/conroe-call-for-details-leasing-now/6919355213.html,6919355213,1080,NA,1400 south Fraizer st,"https://www.google.com/maps/preview/@30.312500,-95.452700,16z",Complex/multiple units mentioned or advertised,Park Village,,(936) 441-8288,6aa10ccc5f4c376ca6c3cdfb4a98ec73@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:30:54,"Balcony, Additional Storage, Fireplace",https://houston.craigslist.org/apa/d/houston-balcony-additional-storage/6915933849.html,6915933849,825,NA,2305 Hayes Rd,"https://www.google.com/maps/preview/@29.739638,-95.576206,16z",Complex/multiple units mentioned or advertised,Westchase Estates,,(713) 974-3185,a71e639b23d33ffbb28cd7d6b7232bcb@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:32:24,"Dishwasher, Extra Storage Space Available, Laundry",https://houston.craigslist.org/apa/d/houston-dishwasher-extra-storage-space/6897424336.html,6897424336,940,NA,,"https://www.google.com/maps/preview/@29.698400,-95.540500,16z",Complex/multiple units mentioned or advertised,Sands Point,,(833) 257-1497,a476ed739ac83748b0b05a877cb88549@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:39:13,Upscale Energy Corridor Town-homes | 2 Mo Free! | #4258A,https://houston.craigslist.org/apa/d/houston-upscale-energy-corridor-town/6919362544.html,6919362544,1800,Energy Corridor/ CityCentre/ Briar Forest,,"https://www.google.com/maps/preview/@29.773800,-95.598000,16z",Complex/multiple units mentioned or advertised,,Michael Houghton,(281) 736-7476,f75a9c799d083e9ba10379aa42b2e652@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:41:31,☺ HURRY IN TODAY AMAZING DEALS,https://houston.craigslist.org/apa/d/houston-hurry-in-today-amazing-deals/6904735843.html,6904735843,1300,"SHEPERD, MEMORIAL, KIRBY, DOWNTOWN,MONTROSE",2727 West 18th Street,"https://www.google.com/maps/preview/@29.801563,-95.446682,16z",Complex/multiple units mentioned or advertised,West 18th Lofts,,(713) 490-2959,ae4e645e9c5d34b380d503c732145193@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:44:02,👏THIS 👏 IS 👏 AMAZING! 👏,https://houston.craigslist.org/apa/d/houston-this-is-amazing/6911465314.html,6911465314,901,3001 Hillcroft St,3001 Hillcroft St,"https://www.google.com/maps/preview/@29.742200,-95.490300,16z",Complex/multiple units mentioned or advertised,Galleria Flats,Sean,(713) 893-6416,bfd7953b77c03265b30a51049e86d11c@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:48:00,***POSSIBILITIES ARE ENDLESS WITH FINE DINNING AND ENTERTAINMENT!**,https://houston.craigslist.org/apa/d/spring-possibilities-are-endless-with/6919359597.html,6919359597,1000,Woodlands/Conroe South,,"https://www.google.com/maps/preview/@30.144100,-95.470300,16z",Complex/multiple units mentioned or advertised,,Marvin A Molina,(713) 572-5205,9b39b5fca73230b49a7911f9858a048d@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 13:54:16,"Postal Services, Close to Schools, Off-Street Parking",https://houston.craigslist.org/apa/d/pasadena-postal-services-close-to/6911829865.html,6911829865,719,NA,1110 El Camino Village Dr.,"https://www.google.com/maps/preview/@29.547647,-95.107754,16z",Complex/multiple units mentioned or advertised,,,(281) 488-5354,assistant@skylarpointe-apts.com,,,,,,,,,,,,,,,,,,
6/24/2019 13:56:06,GREAT SPECIALS! GREAT LOCATION! STOP BY TODAY----------->>>>>>>,https://houston.craigslist.org/apa/d/houston-great-specials-great-location/6901128770.html,6901128770,735,Champions Forest,14150 Wunderlich Dr near 1960,"https://www.google.com/maps/preview/@29.985491,-95.506203,16z",Complex/multiple units mentioned or advertised,Champion Oaks Apartment Homes,,(281) 809-6628,19ea66526a463f9fbd576fc0908f9b92@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 14:40:11,1 BED / FREE WIFI / BRAND NEW / DOWNTOWN,https://houston.craigslist.org/apa/d/houston-1-bed-free-wifi-brand-new/6900332346.html,6900332346,1294,MIDTOWN / MONTROSE / RICE MILITARY,,"https://www.google.com/maps/preview/@29.724700,-95.362500,16z",Single unit listing,,Patrick,(832) 265-1377,patrick.irg@gmail.com,,,,,,,,,,,,,,,,,,
6/24/2019 14:41:52,"Outdoor Seating Areas, New Air Conditioner, New LED Lighting",https://houston.craigslist.org/apa/d/baytown-outdoor-seating-areas-new-air/6910518029.html,6910518029,699,NA,3500 Decker Drive,"https://www.google.com/maps/preview/@29.761421,-95.004648,16z",Complex/multiple units mentioned or advertised,Decker Place Apartments,,(281) 839-7708,c9a7278e481538eab3964382b3ea0029@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 14:45:02,Downtown 22 Story High Rise amazing prices and views. 500 off,https://houston.craigslist.org/apa/d/houston-downtown-22-story-high-rise/6919350329.html,6919350329,1308,Downtown,Fannin,"https://www.google.com/maps/preview/@29.762485,-95.359260,16z",Complex/multiple units mentioned or advertised,,,(281) 467-9988,kkane84578@aol.com,,,,,,,,,,,,,,,,,,
6/24/2019 14:46:53,HUGE UNIT WITH FULL SIZE W/D CONN/PRIVATE FISHING PIER/2 GYMS/2 POOLS!,https://houston.craigslist.org/apa/d/pasadena-huge-unit-with-full-size-d/6908748725.html,6908748725,1265,NA,18707 Egret Bay Blvd,"https://www.google.com/maps/preview/@29.538750,-95.097724,16z",Complex/multiple units mentioned or advertised,The Towers at Clear Lake,,(281) 333-2960,dc037d5369803916a55df79393dd0777@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 14:49:34,The Master Suite in This 2BR/1BA Apartment Has a Large Walk-In-Closet,https://houston.craigslist.org/apa/d/baytown-the-master-suite-in-this-2br/6919356185.html,6919356185,1210,NA,"2100 W BAKER RD, BAYTOWN TX 77521","https://www.google.com/maps/preview/@29.770500,-94.969500,16z",Single unit listing,Advenir at The Preserve,,(281) 764-1129,thepreserve@advenirliving.com,,,,,,,,,,,,,,,,,,
6/24/2019 14:51:28,Highland Meadow Village Townhomes,https://houston.craigslist.org/apa/d/highland-meadow-village-townhomes/6919356170.html,6919356170,964,South east Houston,"10990 Highland Meadow Village Houston, TX 77089","https://www.google.com/maps/preview/@29.594000,-95.221800,16z",Complex/multiple units mentioned or advertised,Highland Meadow Village,,(281) 484-5300,0ca8400c812d3589839dd886162e2e33@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 14:53:35,"Ceiling Fans, Refreshing Pool, Spacious and Open Home Designs",https://houston.craigslist.org/apa/d/houston-ceiling-fans-refreshing-pool/6916385547.html,6916385547,824,Willowbrook,13210 Prestonwood Forest Dr. near Schroeder,"https://www.google.com/maps/preview/@29.969130,-95.557890,16z",Complex/multiple units mentioned or advertised,Prestonwood Apartments,,(281) 653-7987,2bfd0fb781183e96b1301efbc8aad8c0@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 14:55:41,"Gated Community, Self Cleaning Ovens, Tile Backsplash",https://houston.craigslist.org/apa/d/houston-gated-community-self-cleaning/6917169624.html,6917169624,925,NA,8330 Carvel Ln,"https://www.google.com/maps/preview/@29.696725,-95.531089,16z",Complex/multiple units mentioned or advertised,8330 Carvel Apartments,,(713) 995-0033,e4394048d0a7366cbbbee05a169fc929@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:01:46,ONE-BEDROOM HOME AVAILABLE W/ ACCESS TO AN ATHLETIC CENTER,https://houston.craigslist.org/apa/d/houston-one-bedroom-home-available/6919355174.html,6919355174,950,NA,6160 E SAM HOUSTON PKWY N,"https://www.google.com/maps/preview/@29.809817,-95.162201,16z",Single unit listing,Advenir at Stone Park,,(281) 203-0281,stonepark@advenirliving.com,,,,,,,,,,,,,,,,,,
6/24/2019 15:03:51,Comfort Living @ A Affordable Price,https://houston.craigslist.org/apa/d/houston-comfort-living-affordable-price/6917398930.html,6917398930,690,22820 Imperial Valley Dr,22820 Imperial Valley Dr,"https://www.google.com/maps/preview/@30.027596,-95.420508,16z",Complex/multiple units mentioned or advertised,The Forest Apartments,,(281) 443-2462,1f52efc263e9349aa81f9e5ad0d21884@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:12:41,"Texas Size Closets, Wood Plank Flooring, Cozy Woodburning Fireplaces",https://houston.craigslist.org/apa/d/humble-texas-size-closets-wood-plank/6900159007.html,6900159007,,NA,9814 FM 1960 ByPass,"https://www.google.com/maps/preview/@30.002281,-95.249444,16z",Complex/multiple units mentioned or advertised,Timbers of Deerbrook,,(281) 713-9461,1eb4f01e25c9389f84401157e83616b2@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:14:41,"24-Hour Fitness Center, Patio/Balcony, Shuffleboard",https://houston.craigslist.org/apa/d/katy-24-hour-fitness-center-patio/6917969577.html,6917969577,1555,"Katy, Texas",22631 Colonial Parkway,"https://www.google.com/maps/preview/@29.832300,-95.736000,16z",Complex/multiple units mentioned or advertised,Luxe at Katy,,(281) 347-2800,Leasing@luxeatkaty.com,,,,,,,,,,,,,,,,,,
6/24/2019 15:16:34,"Outdoor Pool, UPGRADED LIGHT FIXTURES, Available Kitchenette Bars",https://houston.craigslist.org/apa/d/houston-outdoor-pool-upgraded-light/6919341448.html,6919341448,875,NA,13503 Northborough Dr. near Rushcreek,"https://www.google.com/maps/preview/@29.961720,-95.425898,16z",Complex/multiple units mentioned or advertised,Siena Courtyards,,(281) 872-4959,7541ba0d8b8d3f2bb8477f3b087941a4@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:18:59,2 BEDROOM RENOVATED ALL BILLS PAID,https://houston.craigslist.org/apa/d/houston-2-bedroom-renovated-all-bills/6919350212.html,6919350212,1020,8311 WINKLER DR,8311 WINKLER DR near HOWARD,"https://www.google.com/maps/preview/@29.677829,-95.269106,16z",Complex/multiple units mentioned or advertised,Glenview Apartments,,(713) 645-2525,19ff70eff37b3c1692dbef29bd3f63e5@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:21:33,1 Bed/ 1 Bath Available at Watermill **$199 First Month's Rent**,https://houston.craigslist.org/apa/d/houston-1-bed-1-bath-available-at/6919349690.html,6919349690,825,Houston,6505 westheimer rd,"https://www.google.com/maps/preview/@29.737524,-95.499663,16z",Single unit listing,Water Mill Apartments,,(713) 780-3664,4d589209af973fd684f3ea474dce5800@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:23:24,NO PLACE LIKE HOME!,"https://www.google.com/maps/preview/@29.655971,-95.512733,16z",6919349634,690,Houston,8201 W.Bellfort near S.Gessner,"https://www.google.com/maps/preview/@29.655971,-95.512733,16z",Complex/multiple units mentioned or advertised,Brays Oaks Village,,(713) 995-0240,4d5936cee0ec329098a44593e704c329@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:30:54,$54.00 first months rent on one bedrooms !,https://houston.craigslist.org/apa/d/south-houston-5400-first-months-rent-on/6919349550.html,6919349550,725,Houston,1221 Redford Road near Edgebrook,"https://www.google.com/maps/preview/@29.644618,-95.241062,16z",Single unit listing,The Redford,,(713) 797-2423,8e6541649b1130d9873ceb52a2ce3454@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/24/2019 15:34:30,99.00 Total move in at Sandridge,https://houston.craigslist.org/apa/d/pasadena-9900-total-move-in-at-sandridge/6919348229.html,6919348229,859,NA,,"https://www.google.com/maps/preview/@29.650100,-95.188500,16z",Complex/multiple units mentioned or advertised,Sandridge Apartments,,,48d981ced7843e7b8fbaa5253443f6d3@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 10:51:36,1 Bedroom 1 Bath Move in Ready Today!!,https://houston.craigslist.org/apa/d/houston-1-bedroom-1-bath-move-in-ready/6907081219.html,6907081219,775,GRET HOBBY AREA,7617 Pecan Villas Drive near Telephone Rd,"https://www.google.com/maps/preview/@29.671252,-95.288573,16z",Single unit listing,Pecan Villas,BGI Rentals,(832) 865-4978,02f869ab7dd23d2cb7871c10b2376ce3@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 11:15:13,Summer Specials!!! No DEPOSIT!,https://houston.craigslist.org/apa/d/houston-summer-specials-no-deposit/6919981770.html,6919981770,875,6500 W 43rd St,6500 w 43rd,"https://www.google.com/maps/preview/@29.832400,-95.472000,16z",Complex/multiple units mentioned or advertised,Vintage Apartments,Janessa,(713) 688-7228,janessa@monumentmgmt.com,,,,,,,,,,,,,,,,,,
6/25/2019 11:29:59,Now Leasing at Kirkwood Landing Apts!!!,https://houston.craigslist.org/apa/d/houston-now-leasing-at-kirkwood-landing/6901480288.html,6901480288,755,,9850 S. Kirkwood Rd,"https://www.google.com/maps/preview/@29.671942,-95.587660,16z",Complex/multiple units mentioned or advertised,Kirkwood Landing,,,ad27769bb5db3140ac51f82b5b5d2286@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 11:43:26,The Amelia Apartments - Beautiful 2x2 w/WD Included,https://houston.craigslist.org/apa/d/houston-the-amelia-apartments-beautiful/6910349504.html,6910349504,1175,Houston,2002 Johanna Drive near 1928 Johanna Drive,"https://www.google.com/maps/preview/@29.806786,-95.482861,16z",Complex/multiple units mentioned or advertised,The Amelia Apartments,,(832) 457-9824,c55f2cbfb7e73cbaba42f0d45f7ec208@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 11:58:25,!!We have an amaizing offer $300 gift card in selected unit!!,https://houston.craigslist.org/apa/d/baytown-we-have-an-amaizing-offer-300/6919635437.html,6919635437,1491,Baytown,619 Rollingbrook,"https://www.google.com/maps/preview/@29.759994,-94.989418,16z",Complex/multiple units mentioned or advertised,Stonebrook Apartment Homes,,(281)-837-6000,stonebrook@knightvest.com,,,,,,,,,,,,,,,,,,
6/25/2019 12:16:10,$750 Move in Special,https://houston.craigslist.org/apa/d/houston-move-in-special/6919612135.html,6919612135,750,MLK blvd,11911 Martin Luther King Blvd,"https://www.google.com/maps/@29.6321,-95.3416,16z",Complex/multiple units mentioned or advertised,The Park at Sutton Hill,,(713) 78-7275,39a4907b380b3512b4798dfdc825c2f3@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 12:23:54,"LOVE Coming Home, LOVE Living Here. 2 BR Apt. Available NOW!",https://houston.craigslist.org/apa/d/houston-love-coming-home-love-living/6919569872.html,6919569872,953,,9393 Tidwell Road,"https://www.google.com/maps/preview/@29.850851,-95.251906,16z",Complex/multiple units mentioned or advertised,Lakecrest Village Apartments,,(713) 633-1522,41eecd6137553152811b39c72cd80166@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 12:37:47,The Grove at 43rd Offering Great Specials!! Visit Today,https://houston.craigslist.org/apa/d/houston-the-grove-at-43rd-offering/6919538292.html,6919538292,899,2006 W. 43rd Houston Tx,2006 W. 43rd St,"https://www.google.com/maps/preview/@29.832682,-95.447975,16z",Complex/multiple units mentioned or advertised,The Grove at 43rd,Norma Ochoa,(832) 925-7850,nochoa@kapcorp.com,,,,,,,,,,,,,,,,,,
6/25/2019 12:58:00,ONE MONTH FREE!,https://houston.craigslist.org/apa/d/houston-one-month-free/6919488585.html,6919488585,839,,18200 Westfield Place Drive near Cypress Station Drive,"https://www.google.com/maps/preview/@30.031196,-95.433340,16z",Complex/multiple units mentioned or advertised,The Retreat at Cypress Station,Emily,(281) 866-9600,785dd6a9f59e3413aac153302b46dfb0@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 13:00:34,Save OVER $150 in fees by leasing today!,https://houston.craigslist.org/apa/d/huntsville-769-2br-980ft2-save-over-150/6919473048.html,6919473048,769,1420 14th Street,1420 14th street,"https://www.google.com/maps/preview/@30.720273,-95.554592,16z",Single unit listing,Hillside Chateau Apartments,,,e049d9412d6b3330b9cb8b7a6b06aa25@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 13:17:49,Ready to Move In!!,https://houston.craigslist.org/apa/d/ready-to-move-in/6919404215.html,6919404215,775,,"3201 Laura Koppe Houston, Tx 77093","https://www.google.com/maps/preview/@29.838432,-95.336979,16z",Single unit listing,,Maria,(832) 925-8827,879d9c49b35735a7be80cf12c380c3fe@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 13:32:53,Beautiful Remodeled 2 Bedroom Available NOW!,https://houston.craigslist.org/apa/d/pasadena-beautiful-remodeled-2-bedroom/6919334955.html,6919334955,950,"Gayle Villa Apartments- Pasadena, TX",1022 Witter St.,"https://www.google.com/maps/preview/@29.695724,-95.203126,16z",Single unit listing,,Jessica,(713) 393-7389,6bbd343feff43f1ca42509c8c989ad6c@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 13:34:16,One bedroom upstairs!! Only one left!!,https://houston.craigslist.org/apa/d/kemah-one-bedroom-upstairs-only-one-left/6919330081.html,6919330081,770,League City/Kemah/South Shore,3001 E League City Parkway,"https://www.google.com/maps/preview/@29.509089,-95.034657,16z",Single unit listing,Banyan Cove,,,db81bf82ce9137df8862c9a491c6ec9f@hous.craigslist.org,,,,,,,,,,,,,,,,,,
6/25/2019 13:47:55,"Stunning waterfront views, Newly upgraded, modern interiors",https://houston.craigslist.org/apa/d/kemah-stunning-waterfront-views-newly/6912217822.html,6912217822,1392,,601 Enterprise Avenue,"https://www.google.com/maps/preview/@29.544430,-95.059789,16z",Complex/multiple units mentioned or advertised,The Moorings Apartments,,(844) 261-8004,f81204902f2234728b2b58d3d46ef298@hous.craigslist.org,,,,,,,,,,,,,,,,,,
